Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28,text
Genel Cerrahi,Fıtık,karın ağrısı,ağrı,normalden daha hızlı ve derin nefes alma,dayanılmaz acı,mide bulantısı,duruş,hemipleji,dokununca acıma,kanama,düşük ateş,gıda sindirememe,nabız yok,bitkinlik,vücut yapısının büyümesi,kalınlaşmak,,,,,,,,,,,,,,"Hastalık: Fıtık. Bölüm: Genel Cerrahi. Belirtiler: karın ağrısı, ağrı, normalden daha hızlı ve derin nefes alma, dayanılmaz acı, mide bulantısı, duruş, hemipleji, dokununca acıma, kanama, düşük ateş, gıda sindirememe, nabız yok, bitkinlik, vücut yapısının büyümesi, kalınlaşmak."
Üroloji,Prostat Malign Neoplazmı,kanlı idrar,dokunma duyusu ve ağrı hissi bozukluğu,bitkinlik,birden fazla kasta ağrı,taş düşürmek,plöretik ağrı,guaiac pozitif,solunumda hırıltı,solunum sesi azalması,idrar kaçırma hissi,idrar yaparken ağrı,ishal,vertigo,qt aralığı uzadı,kas kordinasyon bozukluğu,felç,görme alanının yarısının kaybı,tumor cell invasion,hemodynamically stable,mass of body structure,rhonchus,orthostasis,decreased body weight,,,,,,"Hastalık: Prostat Malign Neoplazmı. Bölüm: Üroloji. Belirtiler: kanlı idrar, dokunma duyusu ve ağrı hissi bozukluğu, bitkinlik, birden fazla kasta ağrı, taş düşürmek, plöretik ağrı, guaiac pozitif, solunumda hırıltı, solunum sesi azalması, idrar kaçırma hissi, idrar yaparken ağrı, ishal, vertigo, qt aralığı uzadı, kas kordinasyon bozukluğu, felç, görme alanının yarısının kaybı, tumor cell invasion, hemodynamically stable, mass of body structure, rhonchus, orthostasis, decreased body weight."
Göğüs Hastalıkları,Akciğer Ödemi,idrar tutamama,nefes darlığı,solunumda hırıltı,çok hızlı solunum,dik durma haricinde nefes darlığı,heberden düğümü,juguler venöz dolgunluk,nefes darlığı,ter,hastanın karşı gelmesi,göğüs rahatsızlığı,hiperkalemi,sinüs ritmi,göğüs ağrısı,tansiyon düşüklüğü,hırıltı,,,,,,,,,,,,,"Hastalık: Akciğer Ödemi. Bölüm: Göğüs Hastalıkları. Belirtiler: idrar tutamama, nefes darlığı, solunumda hırıltı, çok hızlı solunum, dik durma haricinde nefes darlığı, heberden düğümü, juguler venöz dolgunluk, nefes darlığı, ter, hastanın karşı gelmesi, göğüs rahatsızlığı, hiperkalemi, sinüs ritmi, göğüs ağrısı, tansiyon düşüklüğü, hırıltı."
Genel Dahiliye,Lenf Hastalıkları,ağrı,vücut yapısının büyümesi,gece terlemesi,dalak büyümesi,doku bozukluğu,üşümek,vücut ağırlığının azalması,şişme,ateş,işitme hassasiyeti artması,hırıltı,kuru öksürük,egofoni,kızarıklık,karaciğer büyümesi,yorgunluk,,,,,,,,,,,,,"Hastalık: Lenf Hastalıkları. Bölüm: Genel Dahiliye. Belirtiler: ağrı, vücut yapısının büyümesi, gece terlemesi, dalak büyümesi, doku bozukluğu, üşümek, vücut ağırlığının azalması, şişme, ateş, işitme hassasiyeti artması, hırıltı, kuru öksürük, egofoni, kızarıklık, karaciğer büyümesi, yorgunluk."
Kardiyoloji,Aort Kapağı Darlığı,eforla nefes darlığı,baygınlık,göğüs rahatsızlığı,sistolik üfürüm,siyatik,göğüs ağrısı,göğüs ağrısı,köpüklü balgam,düşük nabız,nefes darlığı,ağrı,,,,,,,,,,,,,,,,,,"Hastalık: Aort Kapağı Darlığı. Bölüm: Kardiyoloji. Belirtiler: eforla nefes darlığı, baygınlık, göğüs rahatsızlığı, sistolik üfürüm, siyatik, göğüs ağrısı, göğüs ağrısı, köpüklü balgam, düşük nabız, nefes darlığı, ağrı."
Onkoloji,Meme Malign Neoplazmı,göğüste kitle,vücut yapısının büyümesi,dokunma hissinde bozukluklar,geriye itme,deri kızarıklığı,zorluk,doku bozukluğu,östrojen kullanımı,yanma hissi,nefes darlığı,şişme,karıncalanma,,,,,,,,,,,,,,,,,"Hastalık: Meme Malign Neoplazmı. Bölüm: Onkoloji. Belirtiler: göğüste kitle, vücut yapısının büyümesi, dokunma hissinde bozukluklar, geriye itme, deri kızarıklığı, zorluk, doku bozukluğu, östrojen kullanımı, yanma hissi, nefes darlığı, şişme, karıncalanma."
Psikiyatri,Şizofreni,işitsel halüsinasyonlar,aşırı uyku hali,sinirli ruh hali,sözlü ve işitsel halüsinasyonlar,hastanın karşı gelmesi,ajitasyon,intihara meyilli,endişelenmek,görsel halüsinasyonlar,olması gerekenden zayıf,evsizlik,,,,,,,,,,,,,,,,,,"Hastalık: Şizofreni. Bölüm: Psikiyatri. Belirtiler: işitsel halüsinasyonlar, aşırı uyku hali, sinirli ruh hali, sözlü ve işitsel halüsinasyonlar, hastanın karşı gelmesi, ajitasyon, intihara meyilli, endişelenmek, görsel halüsinasyonlar, olması gerekenden zayıf, evsizlik."
Genel Dahiliye,Divertikülit,karın ağrısı,bakterital apse,donukluk,kırmızı lekeler,ishal,dokununca acıma,idrar yaparken ağrı,ağrı,kusma,sinüs ritmi,karın ağrısı,düşük ateş,karın hassasiyeti,ateş,dengesiz yürüyüş,kalınlaşmak,idrar tutamama,anorexia,monoclonal,constipation,,,,,,,,,"Hastalık: Divertikülit. Bölüm: Genel Dahiliye. Belirtiler: karın ağrısı, bakterital apse, donukluk, kırmızı lekeler, ishal, dokununca acıma, idrar yaparken ağrı, ağrı, kusma, sinüs ritmi, karın ağrısı, düşük ateş, karın hassasiyeti, ateş, dengesiz yürüyüş, kalınlaşmak, idrar tutamama, anorexia, monoclonal, constipation."
Genel Dahiliye,Aşırı Sıvı Yüklenmesi,solunumda hırıltı,juguler venöz dolgunluk,hiperkalemi,dik durma haricinde nefes darlığı,nefes darlığı,uyuklama,kilo almak,hipokalemi,tansiyon düşüklüğü,şişme,karın şişmesi,,,,,,,,,,,,,,,,,,"Hastalık: Aşırı Sıvı Yüklenmesi. Bölüm: Genel Dahiliye. Belirtiler: solunumda hırıltı, juguler venöz dolgunluk, hiperkalemi, dik durma haricinde nefes darlığı, nefes darlığı, uyuklama, kilo almak, hipokalemi, tansiyon düşüklüğü, şişme, karın şişmesi."
Gastroenteroloji,Peptik Ülser,karın ağrısı,kısmi felç,mide bulantısı,kusma,birden fazla kasta ağrı,nefessiz kalma,göğüs ağrısı,hemipleji,guruldamak,açlık,düşük ateş,sinirlilik,,,,,,,,,,,,,,,,,"Hastalık: Peptik Ülser. Bölüm: Gastroenteroloji. Belirtiler: karın ağrısı, kısmi felç, mide bulantısı, kusma, birden fazla kasta ağrı, nefessiz kalma, göğüs ağrısı, hemipleji, guruldamak, açlık, düşük ateş, sinirlilik."
Genel Dahiliye,Osteomiyelit,ağrı,kızarıklık,prostat hassaslığı,ateş,idrarı yapma zorluğu,dokununca acıma,şişme,düşük ateş,deri kızarıklığı,bakterital apse,ayak ağrısı,idrar yaparken duraksama,,,,,,,,,,,,,,,,,"Hastalık: Osteomiyelit. Bölüm: Genel Dahiliye. Belirtiler: ağrı, kızarıklık, prostat hassaslığı, ateş, idrarı yapma zorluğu, dokununca acıma, şişme, düşük ateş, deri kızarıklığı, bakterital apse, ayak ağrısı, idrar yaparken duraksama."
Gastroenteroloji,Gastrit,hem pozitif,karın ağrısı,kusma,dengesizlik,mide bulantısı,sarhoşluk,kanama,guaiac pozitif,ağrı,vücut ağırlığının azalması,dokununca acıma,baş dönmesi,,,,,,,,,,,,,,,,,"Hastalık: Gastrit. Bölüm: Gastroenteroloji. Belirtiler: hem pozitif, karın ağrısı, kusma, dengesizlik, mide bulantısı, sarhoşluk, kanama, guaiac pozitif, ağrı, vücut ağırlığının azalması, dokununca acıma, baş dönmesi."
Genel Dahiliye,Bakteriyemi,ateş,üşümek,kızarma,tepkisizlik,kayıtsız ruh hali,ürinom,kusma,karın şişmesi,hipoalbüminemi,püstül,prostatizm,ishal,karın hassasiyeti,plöretik ağrı,yarı saydamlığın azalması,solukluk,,,,,,,,,,,,,"Hastalık: Bakteriyemi. Bölüm: Genel Dahiliye. Belirtiler: ateş, üşümek, kızarma, tepkisizlik, kayıtsız ruh hali, ürinom, kusma, karın şişmesi, hipoalbüminemi, püstül, prostatizm, ishal, karın hassasiyeti, plöretik ağrı, yarı saydamlığın azalması, solukluk."
Nefroloji,Böbrek Yetmezliği,dik durma haricinde nefes darlığı,idrar azlığı,idrar akışının yavaşlaması,aşırı yorgunluk,tepkisizlik,tansiyon düşüklüğü,idrar tutamama,nefes darlığı,kanama,prostatizm,durumunda değişiklik yok,yatalak,yorgunluk,,,,,,,,,,,,,,,,"Hastalık: Böbrek Yetmezliği. Bölüm: Nefroloji. Belirtiler: dik durma haricinde nefes darlığı, idrar azlığı, idrar akışının yavaşlaması, aşırı yorgunluk, tepkisizlik, tansiyon düşüklüğü, idrar tutamama, nefes darlığı, kanama, prostatizm, durumunda değişiklik yok, yatalak, yorgunluk."
Dahiliye (İç Hastalıkları),Orak Hücre Anemisi,ani ağrı,sırt ağrısı,ağrı,nefes darlığı,nezle,göğüs ağrısı,karın ağrısı,karaciğer ve dalak büyümesi,yeşil balgam,düşük ateş,baş ağrısı,,,,,,,,,,,,,,,,,,"Hastalık: Orak Hücre Anemisi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: ani ağrı, sırt ağrısı, ağrı, nefes darlığı, nezle, göğüs ağrısı, karın ağrısı, karaciğer ve dalak büyümesi, yeşil balgam, düşük ateş, baş ağrısı."
Kardiyoloji,Kalp Yetmezliği,dik durma haricinde nefes darlığı,yorgunluk,eforla nefes darlığı,nefes darlığı,nefes darlığı,pansistolik üfürüm,juguler venöz dolgunluk,sistolik ejeksiyon üfürümü,tansiyon düşüklüğü,göğüs ağrısı,hamlık,,,,,,,,,,,,,,,,,,"Hastalık: Kalp Yetmezliği. Bölüm: Kardiyoloji. Belirtiler: dik durma haricinde nefes darlığı, yorgunluk, eforla nefes darlığı, nefes darlığı, nefes darlığı, pansistolik üfürüm, juguler venöz dolgunluk, sistolik ejeksiyon üfürümü, tansiyon düşüklüğü, göğüs ağrısı, hamlık."
Göğüs Hastalıkları,Üst Solunum Yolu Enfeksiyonu,öksürük,boğaz ağrısı,hırıltı,nefes darlığı,zor nefes alma,ateş,burun tıkanıklığı,kuru öksürük,nezle,kayıtsız ruh hali,egofoni,derin öksürük,birden fazla kasta ağrı,plöretik ağrı,gece terlemesi,nefes darlığı,balgamlı öksürük,decreased translucency,rhonchus,rapid shallow breathing,apyrexial,noisy respiration,nasal discharge present,emphysematous change,frail,cystic lesion,symptom aggravating factors,hemodynamically stable,"Hastalık: Üst Solunum Yolu Enfeksiyonu. Bölüm: Göğüs Hastalıkları. Belirtiler: öksürük, boğaz ağrısı, hırıltı, nefes darlığı, zor nefes alma, ateş, burun tıkanıklığı, kuru öksürük, nezle, kayıtsız ruh hali, egofoni, derin öksürük, birden fazla kasta ağrı, plöretik ağrı, gece terlemesi, nefes darlığı, balgamlı öksürük, decreased translucency, rhonchus, rapid shallow breathing, apyrexial, noisy respiration, nasal discharge present, emphysematous change, frail, cystic lesion, symptom aggravating factors, hemodynamically stable."
Kardiyoloji,Pulmoner Hipertansiyon,nefes darlığı,korneada demir birikimi çizgisi,bacakların ağırlaşması,solunum sesi azalması,boyun tutulması,eforla nefes darlığı,siyanoz,tansiyon düşüklüğü,sol atriyal hipertrofi,,,,,,,,,,,,,,,,,,,,"Hastalık: Pulmoner Hipertansiyon. Bölüm: Kardiyoloji. Belirtiler: nefes darlığı, korneada demir birikimi çizgisi, bacakların ağırlaşması, solunum sesi azalması, boyun tutulması, eforla nefes darlığı, siyanoz, tansiyon düşüklüğü, sol atriyal hipertrofi."
Genel Dahiliye,Yutma Bozukluğu,dokunma hissinde bozukluklar,sendeleyerek yürümek,dizartri,ağrılı yutma,ses kısıklığı,hırıltı,spazm,bitkinlik,hızla hareket etme yetisinin kaybı,kas kordinasyon bozukluğu,akalazya,vücut ağırlığının azalması,sertlik,doku bozukluğu,yanda ağrı,,,,,,,,,,,,,,"Hastalık: Yutma Bozukluğu. Bölüm: Genel Dahiliye. Belirtiler: dokunma hissinde bozukluklar, sendeleyerek yürümek, dizartri, ağrılı yutma, ses kısıklığı, hırıltı, spazm, bitkinlik, hızla hareket etme yetisinin kaybı, kas kordinasyon bozukluğu, akalazya, vücut ağırlığının azalması, sertlik, doku bozukluğu, yanda ağrı."
Genel Dahiliye,Gut,ani sıcak basması,ağrı,kızarıklık,şişme,deri kızarıklığı,amfizemde değişiklik,dokununca acıma,hamlık,karın iltihabı,hastanın karşı gelmesi,,,,,,,,,,,,,,,,,,,"Hastalık: Gut. Bölüm: Genel Dahiliye. Belirtiler: ani sıcak basması, ağrı, kızarıklık, şişme, deri kızarıklığı, amfizemde değişiklik, dokununca acıma, hamlık, karın iltihabı, hastanın karşı gelmesi."
Hematoloji,Trombositopeni,ezik,kanda monosit artışı,beyin omurilik sıvısı akıntısı,kanama,çok hızlı solunum,ateş,kaşıntı,tansiyon düşüklüğü,yorgunluk,,,,,,,,,,,,,,,,,,,,"Hastalık: Trombositopeni. Bölüm: Hematoloji. Belirtiler: ezik, kanda monosit artışı, beyin omurilik sıvısı akıntısı, kanama, çok hızlı solunum, ateş, kaşıntı, tansiyon düşüklüğü, yorgunluk."
Dahiliye (İç Hastalıkları),Hipoglisemi,tepkisizlik,hipotermi,doğal,tutarsız,qt aralığı uzadı,topallık,bilinçsiz durum,nemli cilt,sık idrara çıkma,solunumda zayıflık,tansiyon düşüklüğü,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: tepkisizlik, hipotermi, doğal, tutarsız, qt aralığı uzadı, topallık, bilinçsiz durum, nemli cilt, sık idrara çıkma, solunumda zayıflık, tansiyon düşüklüğü."
Göğüs Hastalıkları,Aspirasyon Pnömonisi,mediastinal kayma,ateş,kasların hızlı kasılıp gevşemesi,ruhsal durum değişiklikleri,yarı saydamlığın azalması,tepkisizlik,aşırı yorgunluk,sersemlik,nöbet geçirmek,morarma,hemipleji,öksürük,guruldamak,ağrı,ishal,karın ağrısı,,,,,,,,,,,,,"Hastalık: Aspirasyon Pnömonisi. Bölüm: Göğüs Hastalıkları. Belirtiler: mediastinal kayma, ateş, kasların hızlı kasılıp gevşemesi, ruhsal durum değişiklikleri, yarı saydamlığın azalması, tepkisizlik, aşırı yorgunluk, sersemlik, nöbet geçirmek, morarma, hemipleji, öksürük, guruldamak, ağrı, ishal, karın ağrısı."
Gastroenteroloji,Kolit,ateş,kalınlaşmak,yeşil balgam,kusma,mide bulantısı ve kusma,erken uyanmak,ağrı,mide bulantısı,üşümek,idrar zorluğu,idrar kaçırma hissi,karın ağrısı,hemodinamik olarak stabil,,,,,,,,,,,,,,,,"Hastalık: Kolit. Bölüm: Gastroenteroloji. Belirtiler: ateş, kalınlaşmak, yeşil balgam, kusma, mide bulantısı ve kusma, erken uyanmak, ağrı, mide bulantısı, üşümek, idrar zorluğu, idrar kaçırma hissi, karın ağrısı, hemodinamik olarak stabil."
Genel Dahiliye,Divertiküloz,dışkının idrarda bulunması,kabızlık,bakterital apse,hem pozitif,denge kaybı,ishal,kanama,ağrı,tazyikli kusmak,pnömatüri,kistik lezyon,anoreksiya,mide bulantısı,intihara meyilli hissetmek,umutsuz hissetmek,,,,,,,,,,,,,,"Hastalık: Divertiküloz. Bölüm: Genel Dahiliye. Belirtiler: dışkının idrarda bulunması, kabızlık, bakterital apse, hem pozitif, denge kaybı, ishal, kanama, ağrı, tazyikli kusmak, pnömatüri, kistik lezyon, anoreksiya, mide bulantısı, intihara meyilli hissetmek, umutsuz hissetmek."
Genel Dahiliye,İntihar Girişimi,işitsel halüsinasyonlar,uykusuzluk,intihara meyilli,motor kaslarda yavaşlama,ağlamak,konsantre olamama,todd felci,endişelenmek,yorgunluk,titreme,alkol yoksunluk belirtileri,ajitasyon,tepkisizlik,bayılma,içine kapanmak,zorluk,sinirli ruh hali,sensory discomfort,drowsiness,formication,unconscious state,fever,cough,,,,,,"Hastalık: İntihar Girişimi. Bölüm: Genel Dahiliye. Belirtiler: işitsel halüsinasyonlar, uykusuzluk, intihara meyilli, motor kaslarda yavaşlama, ağlamak, konsantre olamama, todd felci, endişelenmek, yorgunluk, titreme, alkol yoksunluk belirtileri, ajitasyon, tepkisizlik, bayılma, içine kapanmak, zorluk, sinirli ruh hali, sensory discomfort, drowsiness, formication, unconscious state, fever, cough."
Göğüs Hastalıkları,Pnömokistik Carinii Pnömoni,sarı balgam,kansızlık ve kilo kaybı,üşümek,vücut ağırlığının azalması,balgamlı öksürük,adele ağrısı,ishal,boyun tutulması,kuru öksürük,cinsel ilişki sırasında ağrı duyulması,hipokalemi,eforla nefes darlığı,zayıf diş yapısı,morarma,kuru öksürük,baş ağrısı,yumuşak ve sarkık,spontaneous rupture of membranes,,,,,,,,,,,"Hastalık: Pnömokistik Carinii Pnömoni. Bölüm: Göğüs Hastalıkları. Belirtiler: sarı balgam, kansızlık ve kilo kaybı, üşümek, vücut ağırlığının azalması, balgamlı öksürük, adele ağrısı, ishal, boyun tutulması, kuru öksürük, cinsel ilişki sırasında ağrı duyulması, hipokalemi, eforla nefes darlığı, zayıf diş yapısı, morarma, kuru öksürük, baş ağrısı, yumuşak ve sarkık, spontaneous rupture of membranes."
Enfeksiyon Hastalıkları,Hepatit B,uygunsuz duygu durumu,çok hızlı solunum,sarı balgam,tazyikli kusmak,yetersiz beslenme,karın ağrısı,karın hassasiyeti,tekerlekli sandalyeye bağlı,inilti,,,,,,,,,,,,,,,,,,,,"Hastalık: Hepatit B. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: uygunsuz duygu durumu, çok hızlı solunum, sarı balgam, tazyikli kusmak, yetersiz beslenme, karın ağrısı, karın hassasiyeti, tekerlekli sandalyeye bağlı, inilti."
Nöroloji,Parkinson Hastalığı,akalazya,düşmek,sertlik,içine kapanmak,ajitasyon,hemipleji,zorluk,tepkisizlik,baygınlık,kısmi yüz felci,ortostaz,endişelenmek,uyuklama,kanlı idrar,titreme,gece terlemesi,vücut yapısının büyümesi,,,,,,,,,,,,"Hastalık: Parkinson Hastalığı. Bölüm: Nöroloji. Belirtiler: akalazya, düşmek, sertlik, içine kapanmak, ajitasyon, hemipleji, zorluk, tepkisizlik, baygınlık, kısmi yüz felci, ortostaz, endişelenmek, uyuklama, kanlı idrar, titreme, gece terlemesi, vücut yapısının büyümesi."
Onkoloji,Lenfoma,doku bozukluğu,ateş,şerit,morarma,vücut ağırlığının azalması,kas kordinasyon bozukluğu,kulak çınlaması,plevral boşluğun hava ve sıvı ile dolması,üst üste binme,kanlı balgam veya kan tükürme,yorgunluk,polidipsi,idrarı yapma zorluğu,,,,,,,,,,,,,,,,"Hastalık: Lenfoma. Bölüm: Onkoloji. Belirtiler: doku bozukluğu, ateş, şerit, morarma, vücut ağırlığının azalması, kas kordinasyon bozukluğu, kulak çınlaması, plevral boşluğun hava ve sıvı ile dolması, üst üste binme, kanlı balgam veya kan tükürme, yorgunluk, polidipsi, idrarı yapma zorluğu."
Dahiliye (İç Hastalıkları),Hiperglisemi,dokununca acıma,kaşıntı,garip hissetmek,püstül,omuz ve yüz arasında pembe ve mor noktalar,vücut ağırlığının azalması,depresif ruh hali,östrojen kullanımı,hırıltı,karın iltihabı,nöbet geçirmek,,,,,,,,,,,,,,,,,,"Hastalık: Hiperglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: dokununca acıma, kaşıntı, garip hissetmek, püstül, omuz ve yüz arasında pembe ve mor noktalar, vücut ağırlığının azalması, depresif ruh hali, östrojen kullanımı, hırıltı, karın iltihabı, nöbet geçirmek."
Genel Dahiliye,Ensefalopati,düzensizlik,asteriksi,kanama,uyuklama,duruş,duyuları etklieyen belirti,tonik nöbetler,zayıflatma,bilincin açık olması,tepkisizlik,kalınlaşmak,hamlık,,,,,,,,,,,,,,,,,"Hastalık: Ensefalopati. Bölüm: Genel Dahiliye. Belirtiler: düzensizlik, asteriksi, kanama, uyuklama, duruş, duyuları etklieyen belirti, tonik nöbetler, zayıflatma, bilincin açık olması, tepkisizlik, kalınlaşmak, hamlık."
Genel Dahiliye,Triküspit Kapak Yetmezliği,nefes darlığı,ağrı,kusma,mide bulantısı,düşük nabız,karın ağrısı,ateş,yaranın kapanması,mediastinal kayma,bilişsel bozukluk,,,,,,,,,,,,,,,,,,,"Hastalık: Triküspit Kapak Yetmezliği. Bölüm: Genel Dahiliye. Belirtiler: nefes darlığı, ağrı, kusma, mide bulantısı, düşük nabız, karın ağrısı, ateş, yaranın kapanması, mediastinal kayma, bilişsel bozukluk."
Nöroloji,Alzheimer Hastalığı,salya,ajitasyon,kabus,göğüste hırıltılı ses,bilincin açık olması,yerinde göz bebekleri,yatalak,zayıf,titremenin kalması,hiperkalemi,kısmi yüz felci,halsiz,kas seğirmesi,tekerlekli sandalyeye bağlı,titreme,öksürük,ateş,,,,,,,,,,,,"Hastalık: Alzheimer Hastalığı. Bölüm: Nöroloji. Belirtiler: salya, ajitasyon, kabus, göğüste hırıltılı ses, bilincin açık olması, yerinde göz bebekleri, yatalak, zayıf, titremenin kalması, hiperkalemi, kısmi yüz felci, halsiz, kas seğirmesi, tekerlekli sandalyeye bağlı, titreme, öksürük, ateş."
Genel Dahiliye,Pamukçuk,ishal,boğaz ağrısı,vücut ağırlığının azalması,üşümek,baş ağrısı,karın hassasiyeti,hastanın karşı gelmesi,ışık korkusu,gece terlemesi,ağrılı yutma,zayıf diş yapısı,morarma,kuru öksürük,olumsuz reaksiyon,karın şişkinliği,,,,,,,,,,,,,,"Hastalık: Pamukçuk. Bölüm: Genel Dahiliye. Belirtiler: ishal, boğaz ağrısı, vücut ağırlığının azalması, üşümek, baş ağrısı, karın hassasiyeti, hastanın karşı gelmesi, ışık korkusu, gece terlemesi, ağrılı yutma, zayıf diş yapısı, morarma, kuru öksürük, olumsuz reaksiyon, karın şişkinliği."
Nöroloji,Nöropati,bitkinlik,uyuşukluk ve hissizlik,mide bulantısı ve kusma,erken uyanmak,plevral boşluğun hava ve sıvı ile dolması,üst üste binme,çabuk yorulma,idrar zorluğu,ağrı,idrar akışının yavaşlaması,,,,,,,,,,,,,,,,,,,"Hastalık: Nöropati. Bölüm: Nöroloji. Belirtiler: bitkinlik, uyuşukluk ve hissizlik, mide bulantısı ve kusma, erken uyanmak, plevral boşluğun hava ve sıvı ile dolması, üst üste binme, çabuk yorulma, idrar zorluğu, ağrı, idrar akışının yavaşlaması."
Nefroloji,Böbrek Hastalığı,nefes darlığı,hiperkalemi,göğüs ağrısı,ateş,gravida 0,vajina kanaması,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Böbrek Hastalığı. Bölüm: Nefroloji. Belirtiler: nefes darlığı, hiperkalemi, göğüs ağrısı, ateş, gravida 0, vajina kanaması."
Onkoloji,Fibroid Tümör,kanama,kürtaj,iki adet dönemi arası aşırı kanama,kas azalması,önceki gebelikler,nefes darlığı,ateş,göğüste ağrılı yanma hissi,ilk gebelik,anormal derecede sert şişkinlik,proteinemi,,,,,,,,,,,,,,,,,,"Hastalık: Fibroid Tümör. Bölüm: Onkoloji. Belirtiler: kanama, kürtaj, iki adet dönemi arası aşırı kanama, kas azalması, önceki gebelikler, nefes darlığı, ateş, göğüste ağrılı yanma hissi, ilk gebelik, anormal derecede sert şişkinlik, proteinemi."
Göz Hastalıkları,Glokom,düşmek,karın şişmesi,dengesiz yürüyüş,dokunma hissinde bozukluklar,kanda sodyum azlığı,ajitasyon,bilinçsiz durum,yanma hissi,doku bozukluğu,vücut yapısının büyümesi,,,,,,,,,,,,,,,,,,,"Hastalık: Glokom. Bölüm: Göz Hastalıkları. Belirtiler: düşmek, karın şişmesi, dengesiz yürüyüş, dokunma hissinde bozukluklar, kanda sodyum azlığı, ajitasyon, bilinçsiz durum, yanma hissi, doku bozukluğu, vücut yapısının büyümesi."
Onkoloji,Tümör Metastazı,kalınlaşmak,tümör hücresinin yayılması,metastatik doku bozukluğu,boyun ağrısı,akciğer nodülü,ağrı,karın ağrısı,gıda sindirememe,vücut yapısının büyümesi,atipi,,,,,,,,,,,,,,,,,,,"Hastalık: Tümör Metastazı. Bölüm: Onkoloji. Belirtiler: kalınlaşmak, tümör hücresinin yayılması, metastatik doku bozukluğu, boyun ağrısı, akciğer nodülü, ağrı, karın ağrısı, gıda sindirememe, vücut yapısının büyümesi, atipi."
Onkoloji,Kötü Huylu Kolon Tümörü,doku bozukluğu,prostatizm,kabızlık,genel rahatsızlık,ishal,karın ağrısı,idrar yaparken duraksama,baş dönmesi,zonklayan ağrı,düşük nabız,kusma,sistolik ejeksiyon üfürümü,mide bulantısı,ciddi ve aşırı kusma,polidipsi,,,,,,,,,,,,,,"Hastalık: Kötü Huylu Kolon Tümörü. Bölüm: Onkoloji. Belirtiler: doku bozukluğu, prostatizm, kabızlık, genel rahatsızlık, ishal, karın ağrısı, idrar yaparken duraksama, baş dönmesi, zonklayan ağrı, düşük nabız, kusma, sistolik ejeksiyon üfürümü, mide bulantısı, ciddi ve aşırı kusma, polidipsi."
Dahiliye (İç Hastalıkları),Diyabetik Ketoasidoz,sık idrara çıkma,kusma,mide bulantısı,karın ağrısı,garip hissetmek,guruldamak,sinirlilik,karın hassasiyeti,yutkunduktan sonra kusmak,bulanık görüş,idrar yaparken duraksama,ishal,nöbet geçirmek,duyuları etklieyen belirti,,,,,,,,,,,,,,,"Hastalık: Diyabetik Ketoasidoz. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: sık idrara çıkma, kusma, mide bulantısı, karın ağrısı, garip hissetmek, guruldamak, sinirlilik, karın hassasiyeti, yutkunduktan sonra kusmak, bulanık görüş, idrar yaparken duraksama, ishal, nöbet geçirmek, duyuları etklieyen belirti."
Nöroloji,Tonik-Klonik Epilepsi,uyuklama,dudak şapırdatma,kas seğirmesi,titreme,yüksek ve kendi sesine duyulan korku,gözlerin yuvarlanması,uykulu,aşırı kıllılık,kaprisli,kas seğirmesi,tepkisizlik,baş ağrısı,çift el kullanma,spazm,vücut ağırlığının azalması,tümör hücresinin yayılması,,,,,,,,,,,,,"Hastalık: Tonik-Klonik Epilepsi. Bölüm: Nöroloji. Belirtiler: uyuklama, dudak şapırdatma, kas seğirmesi, titreme, yüksek ve kendi sesine duyulan korku, gözlerin yuvarlanması, uykulu, aşırı kıllılık, kaprisli, kas seğirmesi, tepkisizlik, baş ağrısı, çift el kullanma, spazm, vücut ağırlığının azalması, tümör hücresinin yayılması."
Onkoloji,Malign Neoplazmalar,kısmi felç,gravida 10,vücut yapısının büyümesi,doku bozukluğu,göğüste ağrılı yanma hissi,gece terlemesi,kalınlaşmak,üşümek,yarı saydamlığın azalması,karın ağrısı,donukluk,gıda sindirememe,solunumda zayıflık,tansiyon düşüklüğü,,,,,,,,,,,,,,,"Hastalık: Malign Neoplazmalar. Bölüm: Onkoloji. Belirtiler: kısmi felç, gravida 10, vücut yapısının büyümesi, doku bozukluğu, göğüste ağrılı yanma hissi, gece terlemesi, kalınlaşmak, üşümek, yarı saydamlığın azalması, karın ağrısı, donukluk, gıda sindirememe, solunumda zayıflık, tansiyon düşüklüğü."
