Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
Serebrovasküler Kaza,dizartri,bitkinlik,konuşma bozukluğu,kısmi yüz felci,hemipleji,tepkisizlik,nöbet geçirmek,uyuşukluk ve hissizlik,,,,,,,,,,,,,,,,,,,,
Astım,hırıltı,öksürük,nefes darlığı,göğüste sıkışma,kuru öksürük,plöretik ağrı,balgamlı öksürük,solunum yolu semptonlarını ağırlaştıran faktörler,solunumda zayıflık,,,,,,,,,,,,,,,,,,,
Miyokardiyal Enfarktüs,göğüs ağrısı,st segment yükselmesi,ter,nefes darlığı,st segment depresyonu,hamlık,göğüs ağrısı,göğüste baskı,ters t dalgası,dik durma haricinde nefes darlığı,solunumda hırıltı,göğüste sıkışma,q dalgasının varlığı,çarpıntı,nefes darlığı,göğüs rahatsızlığı,düşük nabız,syncope,,,,,,,,,,
Hiperkolesterolemi,ağrı,göğüs ağrısı,ter,sigara içmemek,göğüste baskı,baygınlık,uyuşukluk ve hissizlik,göğüs rahatsızlığı,nefes darlığı,st segment depresyonu,endişelenmek,ters t dalgası,düşük nabız,nefes darlığı,,,,,,,,,,,,,,
Enfeksiyon,ateş,deri kızarıklığı,yarı saydamlığın azalması,karaciğer ve dalak büyümesi,üşümek,kaşıntı,ishal,bakterital apse,şişme,ağrı,düşük ateş,öksürük,,,,,,,,,,,,,,,,
İdrar Yolu Enfeksiyonu,ateş,idrar yaparken ağrı,kanlı idrar,böbrekte hassasiyeti,rehavet,bitkinlik,kanda sodyum azlığı,hemodinamik olarak stabil,solunumda zayıflık,idrarı yapma zorluğu,ruhsal durum değişiklikleri,bilincin açık olması,,,,,,,,,,,,,,,,
Anemi,üşümek,guaiac pozitif,monoklonal,ezik,tümör hücresinin yayılması,kanama,solukluk,bitkinlik,yorgunluk,hem pozitif,sırt ağrısı,ortostaz,kanda sodyum azlığı,baş dönmesi,nefes darlığı,ağrı,göğüste hırıltılı ses,arthralgia,swelling,transaminitis,,,,,,,,
Kronik Obstrüktif Akciğer Hastalığı,nefes darlığı,hırıltı,öksürük,nefes darlığı,solunumda zayıflık,iltihaplı balgam,kanda düşük oksijen,karbondioksit zehirlenmesi,hastanın karşı gelmesi,göğüste sıkışma,,,,,,,,,,,,,,,,,,
Demans,ateş,düşmek,tepkisizlik,rehavet,ajitasyon,ezik,baygınlık,solunumda hırıltı,bilinçsiz durum,öksürük,yatalak,ağrı,kısmi yüz felci,karın hassasiyeti,göğüste hırıltılı ses,dengesiz yürüyüş,işitsel halüsinasyonlar,,,,,,,,,,,
Böbrek Yetmezliği,nefes darlığı,hiperkalemi,dik durma haricinde nefes darlığı,solunumda hırıltı,idrar tutamama,karın iltihabı,guaiac pozitif,bitkinlik,düşük ateş,ruhsal durum değişiklikleri,nefes darlığı,zorluk,ishal,tansiyon düşüklüğü,solunum sesi azalması,şişme,hamlık,,,,,,,,,,,
Bilinç Bulanıklığı,nöbet geçirmek,idrar tutamama,rehavet,konuşma bozukluğu,düşmek,bilincin açık olması,ruhsal durum değişiklikleri,asteriksi,bilinçsiz durum,ajitasyon,kas seğirmesi,bitkinlik,uykulu,baş dönmesi,baş ağrısı,dizartri,denge kaybı,tremor,hyponatremia,unresponsiveness,,,,,,,,
Dejeneratif Poliartrit,ağrı,gıda sindirememe,el uyuşması,genel rahatsızlık,uyuklama,bitkinlik,sigara içmemek,kuru öksürük,polidipsi,sertlik,dengesiz yürüyüş,,,,,,,,,,,,,,,,,
Hipotiroidizm,nefes darlığı,prostatizm,uyuklama,kanda sodyum azlığı,düşmek,dengesiz yürüyüş,sık idrara çıkma,tansiyon düşüklüğü,zorluk,baygınlık,kabus,konuşma bozukluğu,kilo almak,bitkinlik,yorgunluk,ajitasyon,ruhsal durum değişiklikleri,motor retardation,vomiting,numbness,mass of body structure,,,,,,,
Anksiyete,endişelenmek,intihara meyilli hissetmek,intihara meyilli,uykusuzluk,umutsuz hissetmek,sinirli ruh hali,titreme,bayılma,ağlamak,dini inancın olması,sinirlilik,görsel halüsinasyonlar,karıncalanma,zorluk,göğüs ağrısı,hastanın karşı gelmesi,ajitasyon,palpitation,hallucinations auditory,mood depressed,hot flush,pain,consciousness clear,nightmare,,,,
Malign Neoplazmalar,ağrı,vücut yapısının büyümesi,doku bozukluğu,omuz ve yüz arasında pembe ve mor noktalar,amfizemde değişiklik,vücut ağırlığının azalması,karın iltihabı,ses kısıklığı,kalınlaşmak,kanlı idrar,,,,,,,,,,,,,,,,,,
Kazanılmış Bağışıklık Sendromu,ateş,gece terlemesi,membranların kendiliğinden yırtılması,öksürük,,vücut ağırlığının azalması,üşümek,ishal,plöretik ağrı,hastanın karşı gelmesi,çok hızlı solunum,balgamlı öksürük,kas azalması,intihara meyilli hissetmek,,,,,,,,,,,,,,
Selülit,deri kızarıklığı,ağrı,şişme,kızarıklık,ateş,bakterital apse,hastanın karşı gelmesi,acı duyumama,işitme hassasiyeti artması,kaşıntı,göğüs ağrısı,çizik izleri,üşümek,dokununca acıma,,,,,,,,,,,,,,
Gastroözofajeal Reflü Hastalığı,ağrı,göğüs ağrısı,yanma hissi,kanda sodyum azlığı,erken doyma hissi,zonklama hissi,göğüste sıkışma,duyularda rahatsızlık,q dalgasının varlığı,mide bulantısı,genel rahatsızlık,kabızlık,çarpıntı,karın ağrısı,göğüste ağrılı yanma hissi,ter,bitkinlik,,,,,,,,,,,
Kan Zehirlenmesi,ateş,solunumda zayıflık,tansiyon düşüklüğü,çok hızlı solunum,üşümek,rehavet,düşük nabız,makat prezantasyonu,siyanoz,membranların kendiliğinden yırtılması,kanama,tepkisizlik,solunumda hırıltı,düşük ateş,,,,,,,,,,,,,,
Derin Toplar Damar Pıhtılaşması,şişme,ağrı,ezik,nefes darlığı,alt uzuvlarda ağrı,kalp büyümesi,solunumda hırıltı,deri kızarıklığı,tansiyon düşüklüğü,kasların hızlı kasılıp gevşemesi,kuru öksürük,kızarıklık,,,,,,,,,,,,,,,,
Dehidrasyon,ateş,ishal,kusma,tansiyon düşüklüğü,mide bulantısı,denge kaybı,keyifsizlik,ruhsal durum değişiklikleri,anoreksiya,bitkinlik,duyularda rahatsızlık,baygınlık,rehavet,baş dönmesi,baygınlık,,,,,,,,,,,,,
Neoplazma,vücut yapısının büyümesi,doku bozukluğu,göğüs ağrısı,kanlı idrar,tümör hücresinin yayılması,ağrı,koku alamama,kalınlaşmak,metastatik doku bozukluğu,gıda sindirememe,vücut ağırlığının azalması,gece terlemesi,görme alanının yarısının kaybı,erken doyma hissi,karın ağrısı,baş ağrısı,,,,,,,,,,,,
Akciğer Embolisi,nefes darlığı,kanda düşük oksijen,çok hızlı solunum,kan hücresi azalması,göğüs ağrısı,nefes darlığı,plöretik ağrı,boyun tutulması,sarı balgam,balgamlı öksürük,yaranın kapanması,tepkisizlik,solunumda zayıflık,hırıltı,düşük ateş,kuru öksürük,,,,,,,,,,,,
Epilepsi,nöbet geçirmek,metabolizmanın yavaş çalışması,duyuları etklieyen belirti,kas seğirmesi,uyuklama,titreme,tepkisizlik,hemipleji,kas seğirmesi,guruldamak,uykulu,rehavet,tekerlekli sandalyeye bağlı,,,,,,,,,,,,,,,
Kardiyomiyopati,nefes darlığı,dik durma haricinde nefes darlığı,hamlık,juguler venöz dolgunluk,çarpıntı,göğüs ağrısı,baygınlık,sarı balgam,solunumda hırıltı,nefes darlığı,eforla nefes darlığı,sol atriyal hipertrofi,yorgunluk,kilo almak,hastanın karşı gelmesi,,,,,,,,,,,,,
Kronik Böbrek Yetmezliği,kusma,dik durma haricinde nefes darlığı,hiperkalemi,idrar azlığı,juguler venöz dolgunluk,mide bulantısı,nefes darlığı,ruhsal durum değişiklikleri,ishal,bitkinlik,göğüste sıkışma,keyifsizlik,üşümek,solunumda hırıltı,ateş,plöretik ağrı,düşük ateş,guaiac positive,swelling,catatonia,unresponsiveness,yellow sputum,,,,,,
Karsinom,vücut yapısının büyümesi,ağrı,doku bozukluğu,tümör hücresinin yayılması,kalınlaşmak,vücut ağırlığının azalması,ses kısıklığı,genel rahatsızlık,metastatik doku bozukluğu,kuru öksürük,kabızlık,mutsuz,dokunma hissinde bozukluklar,gravida 0,ishal,dokununca acıma,göğüste ağrılı yanma hissi,nausea,lung nodule,,,,,,,,,
Hepatit C,karın iltihabı,karın şişmesi,intihara meyilli hissetmek,öksürük,ağrı,yumuşamış cilt,ağır duygu,işitsel halüsinasyonlar,üşümek,asteriksi,hastanın karşı gelmesi,,,,,,,,,,,,,,,,,
Periferik Damar Hastalığı,nefes darlığı,dinlenirken ağrı durumu,göğüs ağrısı,tepkisizlik,hiperkalemi,sinüs ritmi,zor nefes alma,nefes darlığı,dokununca acıma,anoreksiya,uykulu,,,,,,,,,,,,,,,,,
Psikotik Bozukluk,intihara meyilli,işitsel halüsinasyonlar,intihara meyilli hissetmek,görsel halüsinasyonlar,motor kaslarda yavaşlama,bayılma,sözlü ve işitsel halüsinasyonlar,umutsuz hissetmek,sinirli ruh hali,ajitasyon,titreme,donakalmak,ağlamak,evsizlik,uykusuzluk,içine kapanmak,artan enerji,intoxication,worry,behavior hyperactive,patient non compliance,mood depressed,terrify,nightmare,consciousness clear,,,
Hiperlipidemi,göğüs ağrısı,göğüs ağrısı,çarpıntı,q dalgasının varlığı,gözde ışık çakması,ter,göğüs rahatsızlığı,nefes darlığı,değişken ruh hali,hamlık,hemipleji,baş dönmesi,,,,,,,,,,,,,,,,
Bipolar Bozukluk,intihara meyilli hissetmek,artan enerji,intihara meyilli,sinirli ruh hali,ajitasyon,dini inancın olması,rahatsız aile,işitsel halüsinasyonlar,sözlü ve işitsel halüsinasyonlar,ağlamak,hiperaktif davranışlar,donakalmak,umutsuz hissetmek,endişelenmek,uykusuzluk,aşırı uyku,zorluk,hallucinations visual,hyperhidrosis disorder,mydriasis,extrapyramidal sign,loose associations,intoxication,motor retardation,homelessness,blackout,tremor,exhaustion
Obezite,ağrı,donakalmak,horlama,göğüs ağrısı,r dalgası özelliği,dini inancın olması,nefes darlığı,yorgunluk,obez,sistolik üfürüm,depresif ruh hali,ezik,,,,,,,,,,,,,,,,
İskemi,uyuklama,göğüs ağrısı,göğüs ağrısı,göğüste baskı,göğüs rahatsızlığı,nefes darlığı,nefes darlığı,sinüs ritmi,düşük nabız,ter,solunumda hırıltı,semptom vermeyen,anoreksiya,,,,,,,,,,,,,,,
Siroz,karın iltihabı,düşmek,dalak büyümesi,kaşıntı,karın ağrısı,tümör hücresinin yayılması,karın şişmesi,doku bozukluğu,hemodinamik olarak stabil,guaiac pozitif,dokununca acıma,vajina kanaması,,,,,,,,,,,,,,,,
Ekzantem,ateş,kaşıntı,leke veya benek,doku bozukluğu,kızarıklık,baş ağrısı,düşük ateş,eklem ağrısı,şişme,deri kızarıklığı,ışık korkusu,üşümek,çizik izleri,ağrı,ağrılı yutma,,,,,,,,,,,,,
İyi Huylu Prostat Hipertrofisi,ruhsal durum değişiklikleri,kansızlık ve kilo kaybı,bayılma,ortostaz,dik durma haricinde nefes darlığı,gece terlemesi,solunumda zayıflık,anoreksiya,dizartri,,,,,,,,,,,,,,,,,,,
Akut Böbrek Yetmezliği,hiperkalemi,tansiyon düşüklüğü,hipokalsemi sonucu,idrar azlığı,hemodinamik olarak stabil,bitkinlik,hipotermi,doğal,ishal,kanama,tepkisizlik,,,,,,,,,,,,,,,,,
Mitral Kapak Yetmezliği,nefes darlığı,eforla nefes darlığı,semptom vermeyen,hamlık,nefes darlığı,baygınlık,kalınlaşmak,sol atriyal hipertrofi,çarpıntı,yorgunluk,kusma,ağrı,kalp büyümesi,göğüs rahatsızlığı,,,,,,,,,,,,,,
Artrit,ağrı,hemodinamik olarak stabil,uykusuzluk,bitkinlik,baygınlık,şişme,atipi,genel istikrarsızlık,nefes darlığı,karın şişmesi,,,,,,,,,,,,,,,,,,
Bronşit,öksürük,hırıltı,nefes darlığı,göğüste sıkışma,ateş,boğaz ağrısı,balgamlı öksürük,karaciğer ve dalak büyümesi,gece terlemesi,kanlı balgam veya kan tükürme,zor nefes alma,nezle,kuru öksürük,nefes darlığı,üşümek,hırıltı,vücut ağırlığının azalması,,,,,,,,,,,
Hemiparezi,dizartri,felç,bitkinlik,yutma güçlüğü,nöbet geçirmek,konuşma bozukluğu,fokal nöbetler,hemipleji,anormal duyum,tepkisizlik,sersemlik,uyuklama,hırıltı,korneada demir birikimi çizgisi,batma hissi,felç,kasların hızlı kasılıp gevşemesi,facial paresis,,,,,,,,,,
Kemik Erimesi,prostatizm,düşmek,aşırı kıllılık,burnunu çekmek,karın şişmesi,vertigo,el uyuşması,anormal derecede yavaş fiziksel hareket,ağrı,baygınlık,nefessiz kalma,düşük ateş,idrar kaçırma hissi,denge kaybı,,,,,,,,,,,,,,
Geçici İskemik Atak,konuşma bozukluğu,dizartri,kısmi yüz felci,bitkinlik,boyun tutulması,vertigo,uyuşukluk ve hissizlik,denge kaybı,ekstrapiramidal işaretler,korneada demir birikimi çizgisi,bulanık görüş,baş ağrısı,baygınlık,zorluk,tutarsız konuşma,beceriksizlik veya sakarlık,,,,,,,,,,,,
Adenokarsinom,vücut yapısının büyümesi,doku bozukluğu,vücut ağırlığının azalması,kabızlık,hırıltı,dışkı miktarında azalma,erken doyma hissi,kanlı dışkı,egofoni,ağrı,yaranın kapanması,karın ağrısı,,,,,,,,,,,,,,,,
Paranoya,işitsel halüsinasyonlar,görsel halüsinasyonlar,ajitasyon,sinirli ruh hali,sözlü ve işitsel halüsinasyonlar,intihara meyilli hissetmek,intihara meyilli,dehşete düşürmek,yeni kelimeler uydurmak,evsizlik,artan enerji,depresif ruh hali,strese karşı savunma mekanizması geliştirememe,yaranın kapanması,bayılma,bilinç kaybı,,,,,,,,,,,,
Pankreatit,kusma,karın ağrısı,mide bulantısı,ağrı,ishal,dışkı renginin sarı olması,sıcaklıkla ilişkili gözlem,düşük ateş,dokununca acıma,,,,,,,,,,,,,,,,,,,
İdrar Kaçırma,kısmi felç,nöbet geçirmek,bitkinlik,idrar kaçırma hissi,bilinçsiz durum,duyuları etklieyen belirti,kaprisli,düşme korkusu,titreme,spazm,mutsuz,baygınlık,düşmek,sertlik,tepkisizlik,,,,,,,,,,,,,
Paroksismal Dispne,dik durma haricinde nefes darlığı,nefes darlığı,eforla nefes darlığı,juguler venöz dolgunluk,solunumda hırıltı,göğüs ağrısı,çarpıntı,ter,kilo almak,öksürük,nefes darlığı,,,,,,,,,,,,,,,,,
Fıtık,karın ağrısı,ağrı,normalden daha hızlı ve derin nefes alma,dayanılmaz acı,mide bulantısı,duruş,hemipleji,dokununca acıma,kanama,düşük ateş,gıda sindirememe,nabız yok,bitkinlik,vücut yapısının büyümesi,kalınlaşmak,,,,,,,,,,,,,
Prostat Malign Neoplazmı,kanlı idrar,dokunma duyusu ve ağrı hissi bozukluğu,bitkinlik,birden fazla kasta ağrı,taş düşürmek,plöretik ağrı,guaiac pozitif,solunumda hırıltı,solunum sesi azalması,idrar kaçırma hissi,idrar yaparken ağrı,ishal,vertigo,qt aralığı uzadı,kas kordinasyon bozukluğu,felç,görme alanının yarısının kaybı,tumor cell invasion,hemodynamically stable,mass of body structure,rhonchus,orthostasis,decreased body weight,,,,,
Akciğer Ödemi,idrar tutamama,nefes darlığı,solunumda hırıltı,çok hızlı solunum,dik durma haricinde nefes darlığı,heberden düğümü,juguler venöz dolgunluk,nefes darlığı,ter,hastanın karşı gelmesi,göğüs rahatsızlığı,hiperkalemi,sinüs ritmi,göğüs ağrısı,tansiyon düşüklüğü,hırıltı,,,,,,,,,,,,
Lenf Hastalıkları,ağrı,vücut yapısının büyümesi,gece terlemesi,dalak büyümesi,doku bozukluğu,üşümek,vücut ağırlığının azalması,şişme,ateş,işitme hassasiyeti artması,hırıltı,kuru öksürük,egofoni,kızarıklık,karaciğer büyümesi,yorgunluk,,,,,,,,,,,,
Aort Kapağı Darlığı,eforla nefes darlığı,baygınlık,göğüs rahatsızlığı,sistolik üfürüm,siyatik,göğüs ağrısı,göğüs ağrısı,köpüklü balgam,düşük nabız,nefes darlığı,ağrı,,,,,,,,,,,,,,,,,
Meme Malign Neoplazmı,göğüste kitle,vücut yapısının büyümesi,dokunma hissinde bozukluklar,geriye itme,deri kızarıklığı,zorluk,doku bozukluğu,östrojen kullanımı,yanma hissi,nefes darlığı,şişme,karıncalanma,,,,,,,,,,,,,,,,
Şizofreni,işitsel halüsinasyonlar,aşırı uyku hali,sinirli ruh hali,sözlü ve işitsel halüsinasyonlar,hastanın karşı gelmesi,ajitasyon,intihara meyilli,endişelenmek,görsel halüsinasyonlar,olması gerekenden zayıf,evsizlik,,,,,,,,,,,,,,,,,
Divertikülit,karın ağrısı,bakterital apse,donukluk,kırmızı lekeler,ishal,dokununca acıma,idrar yaparken ağrı,ağrı,kusma,sinüs ritmi,karın ağrısı,düşük ateş,karın hassasiyeti,ateş,dengesiz yürüyüş,kalınlaşmak,idrar tutamama,anorexia,monoclonal,constipation,,,,,,,,
Aşırı Sıvı Yüklenmesi,solunumda hırıltı,juguler venöz dolgunluk,hiperkalemi,dik durma haricinde nefes darlığı,nefes darlığı,uyuklama,kilo almak,hipokalemi,tansiyon düşüklüğü,şişme,karın şişmesi,,,,,,,,,,,,,,,,,
Peptik Ülser,karın ağrısı,kısmi felç,mide bulantısı,kusma,birden fazla kasta ağrı,nefessiz kalma,göğüs ağrısı,hemipleji,guruldamak,açlık,düşük ateş,sinirlilik,,,,,,,,,,,,,,,,
Osteomiyelit,ağrı,kızarıklık,prostat hassaslığı,ateş,idrarı yapma zorluğu,dokununca acıma,şişme,düşük ateş,deri kızarıklığı,bakterital apse,ayak ağrısı,idrar yaparken duraksama,,,,,,,,,,,,,,,,
Gastrit,hem pozitif,karın ağrısı,kusma,dengesizlik,mide bulantısı,sarhoşluk,kanama,guaiac pozitif,ağrı,vücut ağırlığının azalması,dokununca acıma,baş dönmesi,,,,,,,,,,,,,,,,
Bakteriyemi,ateş,üşümek,kızarma,tepkisizlik,kayıtsız ruh hali,ürinom,kusma,karın şişmesi,hipoalbüminemi,püstül,prostatizm,ishal,karın hassasiyeti,plöretik ağrı,yarı saydamlığın azalması,solukluk,,,,,,,,,,,,
Böbrek Yetmezliği,dik durma haricinde nefes darlığı,idrar azlığı,idrar akışının yavaşlaması,aşırı yorgunluk,tepkisizlik,tansiyon düşüklüğü,idrar tutamama,nefes darlığı,kanama,prostatizm,durumunda değişiklik yok,yatalak,yorgunluk,,,,,,,,,,,,,,,
Orak Hücre Anemisi,ani ağrı,sırt ağrısı,ağrı,nefes darlığı,nezle,göğüs ağrısı,karın ağrısı,karaciğer ve dalak büyümesi,yeşil balgam,düşük ateş,baş ağrısı,,,,,,,,,,,,,,,,,
Kalp Yetmezliği,dik durma haricinde nefes darlığı,yorgunluk,eforla nefes darlığı,nefes darlığı,nefes darlığı,pansistolik üfürüm,juguler venöz dolgunluk,sistolik ejeksiyon üfürümü,tansiyon düşüklüğü,göğüs ağrısı,hamlık,,,,,,,,,,,,,,,,,
Üst Solunum Yolu Enfeksiyonu,öksürük,boğaz ağrısı,hırıltı,nefes darlığı,zor nefes alma,ateş,burun tıkanıklığı,kuru öksürük,nezle,kayıtsız ruh hali,egofoni,derin öksürük,birden fazla kasta ağrı,plöretik ağrı,gece terlemesi,nefes darlığı,balgamlı öksürük,decreased translucency,rhonchus,rapid shallow breathing,apyrexial,noisy respiration,nasal discharge present,emphysematous change,frail,cystic lesion,symptom aggravating factors,hemodynamically stable
Pulmoner Hipertansiyon,nefes darlığı,korneada demir birikimi çizgisi,bacakların ağırlaşması,solunum sesi azalması,boyun tutulması,eforla nefes darlığı,siyanoz,tansiyon düşüklüğü,sol atriyal hipertrofi,,,,,,,,,,,,,,,,,,,
Yutma Bozukluğu,dokunma hissinde bozukluklar,sendeleyerek yürümek,dizartri,ağrılı yutma,ses kısıklığı,hırıltı,spazm,bitkinlik,hızla hareket etme yetisinin kaybı,kas kordinasyon bozukluğu,akalazya,vücut ağırlığının azalması,sertlik,doku bozukluğu,yanda ağrı,,,,,,,,,,,,,
Gut,ani sıcak basması,ağrı,kızarıklık,şişme,deri kızarıklığı,amfizemde değişiklik,dokununca acıma,hamlık,karın iltihabı,hastanın karşı gelmesi,,,,,,,,,,,,,,,,,,
Trombositopeni,ezik,kanda monosit artışı,beyin omurilik sıvısı akıntısı,kanama,çok hızlı solunum,ateş,kaşıntı,tansiyon düşüklüğü,yorgunluk,,,,,,,,,,,,,,,,,,,
Hipoglisemi,tepkisizlik,hipotermi,doğal,tutarsız,qt aralığı uzadı,topallık,bilinçsiz durum,nemli cilt,sık idrara çıkma,solunumda zayıflık,tansiyon düşüklüğü,,,,,,,,,,,,,,,,,
Aspirasyon Pnömonisi,mediastinal kayma,ateş,kasların hızlı kasılıp gevşemesi,ruhsal durum değişiklikleri,yarı saydamlığın azalması,tepkisizlik,aşırı yorgunluk,sersemlik,nöbet geçirmek,morarma,hemipleji,öksürük,guruldamak,ağrı,ishal,karın ağrısı,,,,,,,,,,,,
Kolit,ateş,kalınlaşmak,yeşil balgam,kusma,mide bulantısı ve kusma,erken uyanmak,ağrı,mide bulantısı,üşümek,idrar zorluğu,idrar kaçırma hissi,karın ağrısı,hemodinamik olarak stabil,,,,,,,,,,,,,,,
Divertiküloz,dışkının idrarda bulunması,kabızlık,bakterital apse,hem pozitif,denge kaybı,ishal,kanama,ağrı,tazyikli kusmak,pnömatüri,kistik lezyon,anoreksiya,mide bulantısı,intihara meyilli hissetmek,umutsuz hissetmek,,,,,,,,,,,,,
İntihar Girişimi,işitsel halüsinasyonlar,uykusuzluk,intihara meyilli,motor kaslarda yavaşlama,ağlamak,konsantre olamama,todd felci,endişelenmek,yorgunluk,titreme,alkol yoksunluk belirtileri,ajitasyon,tepkisizlik,bayılma,içine kapanmak,zorluk,sinirli ruh hali,sensory discomfort,drowsiness,formication,unconscious state,fever,cough,,,,,
Pnömokistik Carinii Pnömoni,sarı balgam,kansızlık ve kilo kaybı,üşümek,vücut ağırlığının azalması,balgamlı öksürük,adele ağrısı,ishal,boyun tutulması,kuru öksürük,cinsel ilişki sırasında ağrı duyulması,hipokalemi,eforla nefes darlığı,zayıf diş yapısı,morarma,kuru öksürük,baş ağrısı,yumuşak ve sarkık,spontaneous rupture of membranes,,,,,,,,,,
Hepatit B,uygunsuz duygu durumu,çok hızlı solunum,sarı balgam,tazyikli kusmak,yetersiz beslenme,karın ağrısı,karın hassasiyeti,tekerlekli sandalyeye bağlı,inilti,,,,,,,,,,,,,,,,,,,
Parkinson Hastalığı,akalazya,düşmek,sertlik,içine kapanmak,ajitasyon,hemipleji,zorluk,tepkisizlik,baygınlık,kısmi yüz felci,ortostaz,endişelenmek,uyuklama,kanlı idrar,titreme,gece terlemesi,vücut yapısının büyümesi,,,,,,,,,,,
Lenfoma,doku bozukluğu,ateş,şerit,morarma,vücut ağırlığının azalması,kas kordinasyon bozukluğu,kulak çınlaması,plevral boşluğun hava ve sıvı ile dolması,üst üste binme,kanlı balgam veya kan tükürme,yorgunluk,polidipsi,idrarı yapma zorluğu,,,,,,,,,,,,,,,
Hiperglisemi,dokununca acıma,kaşıntı,garip hissetmek,püstül,omuz ve yüz arasında pembe ve mor noktalar,vücut ağırlığının azalması,depresif ruh hali,östrojen kullanımı,hırıltı,karın iltihabı,nöbet geçirmek,,,,,,,,,,,,,,,,,
Ensefalopati,düzensizlik,asteriksi,kanama,uyuklama,duruş,duyuları etklieyen belirti,tonik nöbetler,zayıflatma,bilincin açık olması,tepkisizlik,kalınlaşmak,hamlık,,,,,,,,,,,,,,,,
Triküspit Kapak Yetmezliği,nefes darlığı,ağrı,kusma,mide bulantısı,düşük nabız,karın ağrısı,ateş,yaranın kapanması,mediastinal kayma,bilişsel bozukluk,,,,,,,,,,,,,,,,,,
Alzheimer Hastalığı,salya,ajitasyon,kabus,göğüste hırıltılı ses,bilincin açık olması,yerinde göz bebekleri,yatalak,zayıf,titremenin kalması,hiperkalemi,kısmi yüz felci,halsiz,kas seğirmesi,tekerlekli sandalyeye bağlı,titreme,öksürük,ateş,,,,,,,,,,,
Pamukçuk,ishal,boğaz ağrısı,vücut ağırlığının azalması,üşümek,baş ağrısı,karın hassasiyeti,hastanın karşı gelmesi,ışık korkusu,gece terlemesi,ağrılı yutma,zayıf diş yapısı,morarma,kuru öksürük,olumsuz reaksiyon,karın şişkinliği,,,,,,,,,,,,,
Nöropati,bitkinlik,uyuşukluk ve hissizlik,mide bulantısı ve kusma,erken uyanmak,plevral boşluğun hava ve sıvı ile dolması,üst üste binme,çabuk yorulma,idrar zorluğu,ağrı,idrar akışının yavaşlaması,,,,,,,,,,,,,,,,,,
Böbrek Hastalığı,nefes darlığı,hiperkalemi,göğüs ağrısı,ateş,gravida 0,vajina kanaması,,,,,,,,,,,,,,,,,,,,,,
Fibroid Tümör,kanama,kürtaj,iki adet dönemi arası aşırı kanama,kas azalması,önceki gebelikler,nefes darlığı,ateş,göğüste ağrılı yanma hissi,ilk gebelik,anormal derecede sert şişkinlik,proteinemi,,,,,,,,,,,,,,,,,
Glokom,düşmek,karın şişmesi,dengesiz yürüyüş,dokunma hissinde bozukluklar,kanda sodyum azlığı,ajitasyon,bilinçsiz durum,yanma hissi,doku bozukluğu,vücut yapısının büyümesi,,,,,,,,,,,,,,,,,,
Tümör Metastazı,kalınlaşmak,tümör hücresinin yayılması,metastatik doku bozukluğu,boyun ağrısı,akciğer nodülü,ağrı,karın ağrısı,gıda sindirememe,vücut yapısının büyümesi,atipi,,,,,,,,,,,,,,,,,,
Kötü Huylu Kolon Tümörü,doku bozukluğu,prostatizm,kabızlık,genel rahatsızlık,ishal,karın ağrısı,idrar yaparken duraksama,baş dönmesi,zonklayan ağrı,düşük nabız,kusma,sistolik ejeksiyon üfürümü,mide bulantısı,ciddi ve aşırı kusma,polidipsi,,,,,,,,,,,,,
Diyabetik Ketoasidoz,sık idrara çıkma,kusma,mide bulantısı,karın ağrısı,garip hissetmek,guruldamak,sinirlilik,karın hassasiyeti,yutkunduktan sonra kusmak,bulanık görüş,idrar yaparken duraksama,ishal,nöbet geçirmek,duyuları etklieyen belirti,,,,,,,,,,,,,,
Tonik-Klonik Epilepsi,uyuklama,dudak şapırdatma,kas seğirmesi,titreme,yüksek ve kendi sesine duyulan korku,gözlerin yuvarlanması,uykulu,aşırı kıllılık,kaprisli,kas seğirmesi,tepkisizlik,baş ağrısı,çift el kullanma,spazm,vücut ağırlığının azalması,tümör hücresinin yayılması,,,,,,,,,,,,
Malign Neoplazmalar,kısmi felç,gravida 10,vücut yapısının büyümesi,doku bozukluğu,göğüste ağrılı yanma hissi,gece terlemesi,kalınlaşmak,üşümek,yarı saydamlığın azalması,karın ağrısı,donukluk,gıda sindirememe,solunumda zayıflık,tansiyon düşüklüğü,,,,,,,,,,,,,,
Solunum Yetmezliği,hemipleji,horlama,tepkisizlik,balgamlı öksürük,nefes darlığı,çok hızlı solunum,hiperkalemi,hamlık,sinüs ritmi,genel istikrarsızlık,uğultu,bilincin açık olması,nefes darlığı,doku bozukluğu,kızarıklık,,,,,,,,,,,,,
Melanom,vücut yapısının büyümesi,kısmi felç,ateş,gravida 0,ağrı,kaşıntı,göğüste kitle,kusma,ishal,,,,,,,,,,,,,,,,,,,
